text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
"mình vừa nhận sách xong, lật trang cái bị như vậy luôn, ko biết sách thật hay sách giả mà dễ hư thế, có đổi miễn phí đc ko shop?","['trang', 'sách', 'đổi']","[('trang', 'NEG'), ('sách', 'NEG'), ('đổi', 'NEU')]","[('trang', 'bị'), ('sách', 'dễ hư'), ('đổi', '<IO>')]","[('trang', 'bị', 'NEG'), ('sách', 'dễ hư', 'NEG'), ('đổi', '<IO>', 'NEU')]"
Sách mới mà rách nát như thế này!!!! Không thể nào mà chấp nhận kiểu làm ăn thiếu trách nhiệm như này,"['Sách mới', 'kiểu làm ăn', 'kiểu làm ăn']","[('Sách mới', 'NEG'), ('kiểu làm ăn', 'NEG'), ('kiểu làm ăn', 'NEG')]","[('Sách mới', 'rách nát'), ('kiểu làm ăn', 'Không thể nào mà chấp nhận'), ('kiểu làm ăn', 'thiếu trách nhiệm')]","[('Sách mới', 'rách nát', 'NEG'), ('kiểu làm ăn', 'Không thể nào mà chấp nhận', 'NEG'), ('kiểu làm ăn', 'thiếu trách nhiệm', 'NEG')]"
"Dài dòng, lan man, lập đi lập lại, có thể tóm gọn lại còn tầm 100-150 trang. Tuy nhiên nội dung ổn, có insights bổ ích.","['<IA>', '<IA>', '<IA>', 'nội dung', 'insights']","[('<IA>', 'NEG'), ('<IA>', 'NEG'), ('<IA>', 'NEG'), ('nội dung', 'POS'), ('insights', 'POS')]","[('<IA>', 'Dài dòng,'), ('<IA>', 'lan man,'), ('<IA>', 'lập đi lập lại,'), ('nội dung', 'ổn,'), ('insights', 'bổ ích.')]","[('<IA>', 'Dài dòng,', 'NEG'), ('<IA>', 'lan man,', 'NEG'), ('<IA>', 'lập đi lập lại,', 'NEG'), ('nội dung', 'ổn,', 'POS'), ('insights', 'bổ ích.', 'POS')]"
Vừa mới nhận hàng sáng nay. Bìa sách trang trước bị giập/ méo phần gáy trên. Đề nghị tiki chú ý gói hàng cẩn thận hơn.,"['nhận hàng', 'Bìa sách trang trước', 'gáy', 'gói hàng']","[('nhận hàng', 'NEU'), ('Bìa sách trang trước', 'NEG'), ('gáy', 'NEG'), ('gói hàng', 'NEG')]","[('nhận hàng', '<IO>'), ('Bìa sách trang trước', 'bị giập/ méo'), ('gáy', 'bị giập/ méo'), ('gói hàng', 'cẩn thận hơn.')]","[('nhận hàng', '<IO>', 'NEU'), ('Bìa sách trang trước', 'bị giập/ méo', 'NEG'), ('gáy', 'bị giập/ méo', 'NEG'), ('gói hàng', 'cẩn thận hơn.', 'NEG')]"
Quá hay và ý nghĩa! Luôn làm mới kiến thức đấy là điều  bạn nhận thấy khi đọc cuốn sách này,"['<IA>', '<IA>', 'đọc']","[('<IA>', 'POS'), ('<IA>', 'POS'), ('đọc', 'POS')]","[('<IA>', 'Quá hay'), ('<IA>', 'ý nghĩa!'), ('đọc', 'làm mới kiến thức')]","[('<IA>', 'Quá hay', 'POS'), ('<IA>', 'ý nghĩa!', 'POS'), ('đọc', 'làm mới kiến thức', 'POS')]"
sách thì hay mà giá lại rẻ tiếc gì không mua. Giấy không được sáng lắm nhưng ổn.,"['sách', 'giá', 'Giấy', '<IA>']","[('sách', 'POS'), ('giá', 'POS'), ('Giấy', 'NEG'), ('<IA>', 'POS')]","[('sách', 'hay'), ('giá', 'rẻ'), ('Giấy', 'không được sáng lắm'), ('<IA>', 'ổn.')]","[('sách', 'hay', 'POS'), ('giá', 'rẻ', 'POS'), ('Giấy', 'không được sáng lắm', 'NEG'), ('<IA>', 'ổn.', 'POS')]"
"Các trang sách bị dính nhau, mình phải tự rọc, tuột mood ghê","['trang sách', '<IA>', '<IA>']","[('trang sách', 'NEG'), ('<IA>', 'NEG'), ('<IA>', 'NEG')]","[('trang sách', 'bị dính nhau,'), ('<IA>', 'phải tự rọc,'), ('<IA>', 'tuột mood ghê')]","[('trang sách', 'bị dính nhau,', 'NEG'), ('<IA>', 'phải tự rọc,', 'NEG'), ('<IA>', 'tuột mood ghê', 'NEG')]"
"Sách mới, không bị lỗi Nội dung hay. Đáng đọc với tất cả mọi người.","['Sách', '<IA>', 'Nội dung', '<IA>']","[('Sách', 'POS'), ('<IA>', 'POS'), ('Nội dung', 'POS'), ('<IA>', 'POS')]","[('Sách', 'mới,'), ('<IA>', 'không bị lỗi'), ('Nội dung', 'hay.'), ('<IA>', 'Đáng đọc')]","[('Sách', 'mới,', 'POS'), ('<IA>', 'không bị lỗi', 'POS'), ('Nội dung', 'hay.', 'POS'), ('<IA>', 'Đáng đọc', 'POS')]"
"Sách phức tạp hoá từ ngữ, các dẫn chứng mang tính chung chung chưa thực sự thuyết phục","['từ ngữ,', 'các dẫn chứng']","[('từ ngữ,', 'NEG'), ('các dẫn chứng', 'NEG')]","[('từ ngữ,', 'phức tạp hoá'), ('các dẫn chứng', 'mang tính chung chung chưa thực sự thuyết phục')]","[('từ ngữ,', 'phức tạp hoá', 'NEG'), ('các dẫn chứng', 'mang tính chung chung chưa thực sự thuyết phục', 'NEG')]"
"hàng sổ chỉ lum la hết, nhỏ xíu ko vừa chân bé 5 tháng, tiki giao hàng nên kiểm tra sp, 20k/ 1đôi mà ko đáng đồng tiền ngta bỏ ra, sp quâ tệ","['hàng', '<IA>', 'tiki', '20k/ 1đôi', 'sp']","[('hàng', 'NEG'), ('<IA>', 'NEG'), ('tiki', 'NEG'), ('20k/ 1đôi', 'NEG'), ('sp', 'NEG')]","[('hàng', 'sổ chỉ lum la'), ('<IA>', 'nhỏ xíu ko vừa'), ('tiki', 'nên kiểm tra sp,'), ('20k/ 1đôi', 'ko đáng đồng tiền'), ('sp', 'quâ tệ')]","[('hàng', 'sổ chỉ lum la', 'NEG'), ('<IA>', 'nhỏ xíu ko vừa', 'NEG'), ('tiki', 'nên kiểm tra sp,', 'NEG'), ('20k/ 1đôi', 'ko đáng đồng tiền', 'NEG'), ('sp', 'quâ tệ', 'NEG')]"
Đồ y hình và rất hài lòng. bé mang vừa vắng và k bị tuột. cảm ơn tiki rất nhiu nà. Minh rất hay mua hàng của tiki và rất mong muôn tiki sẽ,"['Đồ', '<IA>', 'mang', 'mang']","[('Đồ', 'POS'), ('<IA>', 'POS'), ('mang', 'POS'), ('mang', 'POS')]","[('Đồ', 'y hình'), ('<IA>', 'rất hài lòng.'), ('mang', 'vừa vắng'), ('mang', 'k bị tuột.')]","[('Đồ', 'y hình', 'POS'), ('<IA>', 'rất hài lòng.', 'POS'), ('mang', 'vừa vắng', 'POS'), ('mang', 'k bị tuột.', 'POS')]"
"Nhận hàng thấy rất dễ thương, y hình. Chưa sử dụng nên chưa biết chất lượng thế nào. Tuy nhiên, với giá mềm như vậy, SP quá ok rồi","['<IA>', '<IA>', 'sử dụng', 'chất lượng', 'giá', 'SP']","[('<IA>', 'POS'), ('<IA>', 'POS'), ('sử dụng', 'NEU'), ('chất lượng', 'NEU'), ('giá', 'POS'), ('SP', 'POS')]","[('<IA>', 'rất dễ thương,'), ('<IA>', 'y hình.'), ('sử dụng', 'Chưa'), ('chất lượng', '<IO>'), ('giá', 'mềm'), ('SP', 'quá ok')]","[('<IA>', 'rất dễ thương,', 'POS'), ('<IA>', 'y hình.', 'POS'), ('sử dụng', 'Chưa', 'NEU'), ('chất lượng', '<IO>', 'NEU'), ('giá', 'mềm', 'POS'), ('SP', 'quá ok', 'POS')]"
đăng là 5 đôi mà giao hàng có 4 đôi from to bé mang rộng quá được cái giao hàng nhanh,"['giao hàng', 'from to', 'giao hàng']","[('giao hàng', 'NEG'), ('from to', 'NEG'), ('giao hàng', 'POS')]","[('giao hàng', 'có 4 đôi'), ('from to', 'rộng quá'), ('giao hàng', 'nhanh')]","[('giao hàng', 'có 4 đôi', 'NEG'), ('from to', 'rộng quá', 'NEG'), ('giao hàng', 'nhanh', 'POS')]"
"hàng đẹp , mẫu giao dễ thương  , đóng gói cẩn thận sẽ ủng hộ tiki lần sau","['hàng', 'mẫu', 'đóng gói', 'tiki']","[('hàng', 'POS'), ('mẫu', 'POS'), ('đóng gói', 'POS'), ('tiki', 'POS')]","[('hàng', 'đẹp'), ('mẫu', 'dễ thương'), ('đóng gói', 'cẩn thận'), ('tiki', 'ủng hộ')]","[('hàng', 'đẹp', 'POS'), ('mẫu', 'dễ thương', 'POS'), ('đóng gói', 'cẩn thận', 'POS'), ('tiki', 'ủng hộ', 'POS')]"
Hài lòng về sản phẩm Sp tốt Hài lòng về sản phẩm Hài lòng về sản phẩm,"['sản phẩm', 'Sp', 'sản phẩm', 'sản phẩm']","[('sản phẩm', 'POS'), ('Sp', 'POS'), ('sản phẩm', 'POS'), ('sản phẩm', 'POS')]","[('sản phẩm', 'Hài lòng'), ('Sp', 'tốt'), ('sản phẩm', 'Hài lòng'), ('sản phẩm', 'Hài lòng')]","[('sản phẩm', 'Hài lòng', 'POS'), ('Sp', 'tốt', 'POS'), ('sản phẩm', 'Hài lòng', 'POS'), ('sản phẩm', 'Hài lòng', 'POS')]"
hàng đẹp. đúng hình. phù hợp cho trẻ sơ sinh tập đi,"['hàng', '<IA>', '<IA>']","[('hàng', 'POS'), ('<IA>', 'POS'), ('<IA>', 'POS')]","[('hàng', 'đẹp.'), ('<IA>', 'đúng hình.'), ('<IA>', 'phù hợp')]","[('hàng', 'đẹp.', 'POS'), ('<IA>', 'đúng hình.', 'POS'), ('<IA>', 'phù hợp', 'POS')]"
hàng đẹp . đóng gói cẩn thận. giao hàng nhanh . rất vừa ý.,"['hàng', 'đóng gói', 'giao hàng', '<IA>']","[('hàng', 'POS'), ('đóng gói', 'POS'), ('giao hàng', 'POS'), ('<IA>', 'POS')]","[('hàng', 'đẹp'), ('đóng gói', 'cẩn thận.'), ('giao hàng', 'nhanh'), ('<IA>', 'rất vừa ý.')]","[('hàng', 'đẹp', 'POS'), ('đóng gói', 'cẩn thận.', 'POS'), ('giao hàng', 'nhanh', 'POS'), ('<IA>', 'rất vừa ý.', 'POS')]"
"bé 5 tháng , 7kg đã mang chật rồi.  Tiki giao hàng nhanh.","['mang', 'Tiki giao hàng']","[('mang', 'NEG'), ('Tiki giao hàng', 'POS')]","[('mang', 'chật'), ('Tiki giao hàng', 'nhanh.')]","[('mang', 'chật', 'NEG'), ('Tiki giao hàng', 'nhanh.', 'POS')]"
"Mình thích đặt tiki vì thường mình đặt khoảng 1-2 ngày là có. Còn khi đặt chay này từ ngày 25/12 đến 30/12 mới nhận được hàng. Khi nhận hàng mình nghe mùi là mình thấy gì không ổn, mở ra là mình nhận được như vậy :) . Dung dịch chảy tràn lang ướt cả vỏ hộp và cả phần miếng đệm  chống sốc nữa :) . Mặc dù có dán thêm miếng đệm và băng keo để không bị chảy, nhưng mình thấy khâu này làm như cho có vì khi cầm lên là miếng băng keo đã sứt ra như ảnh. Dung dịch nó chảy tới mức còn động lại trên miếng băng keo. Còn phụ kiện móc khoá vẫn nhận đầy đủ. Shop nên xem lại vấn đề khâu vận chuyển, mặc dù mình biết lỗi để chảy dd là do lỗi của nhà sản xuất!","['đặt', 'nhận được hàng.', 'mùi', 'Dung dịch', 'khâu này', 'miếng băng keo', 'Dung dịch', 'phụ kiện móc khoá', 'khâu vận chuyển,', 'nhà sản xuất!']","[('đặt', 'POS'), ('nhận được hàng.', 'NEG'), ('mùi', 'NEG'), ('Dung dịch', 'NEG'), ('khâu này', 'NEG'), ('miếng băng keo', 'NEG'), ('Dung dịch', 'NEG'), ('phụ kiện móc khoá', 'POS'), ('khâu vận chuyển,', 'NEG'), ('nhà sản xuất!', 'NEG')]","[('đặt', 'khoảng 1-2 ngày là có.'), ('nhận được hàng.', 'từ ngày 25/12 đến 30/12 mới'), ('mùi', 'không ổn,'), ('Dung dịch', 'chảy tràn lang ướt'), ('khâu này', 'làm như cho có'), ('miếng băng keo', 'sứt ra'), ('Dung dịch', 'chảy'), ('phụ kiện móc khoá', 'nhận đầy đủ.'), ('khâu vận chuyển,', 'xem lại'), ('nhà sản xuất!', 'lỗi')]","[('đặt', 'khoảng 1-2 ngày là có.', 'POS'), ('nhận được hàng.', 'từ ngày 25/12 đến 30/12 mới', 'NEG'), ('mùi', 'không ổn,', 'NEG'), ('Dung dịch', 'chảy tràn lang ướt', 'NEG'), ('khâu này', 'làm như cho có', 'NEG'), ('miếng băng keo', 'sứt ra', 'NEG'), ('Dung dịch', 'chảy', 'NEG'), ('phụ kiện móc khoá', 'nhận đầy đủ.', 'POS'), ('khâu vận chuyển,', 'xem lại', 'NEG'), ('nhà sản xuất!', 'lỗi', 'NEG')]"
"Mình mua rất nhiều hàng của tiki lần nào cũng ưng ý nhưng lần này thì quá thất vọng, mình mua sản phẩm dung dịch vệ sinh của ý hàng nhập khẩu mà khi nhận hàng thì đã bị tháo ra như thế nào bịt miệng bằng ni lông nắp bao thì không thấy đâu chảy ra miệng ! Quá thất vọng","['<IA>', '<IA>', 'hàng nhập khẩu', 'nắp bao', '<IA>', '<IA>']","[('<IA>', 'POS'), ('<IA>', 'NEG'), ('hàng nhập khẩu', 'NEG'), ('nắp bao', 'NEG'), ('<IA>', 'NEG'), ('<IA>', 'NEG')]","[('<IA>', 'ưng ý'), ('<IA>', 'quá thất vọng,'), ('hàng nhập khẩu', 'bị tháo ra'), ('nắp bao', 'không thấy đâu'), ('<IA>', 'chảy ra'), ('<IA>', 'Quá thất vọng')]","[('<IA>', 'ưng ý', 'POS'), ('<IA>', 'quá thất vọng,', 'NEG'), ('hàng nhập khẩu', 'bị tháo ra', 'NEG'), ('nắp bao', 'không thấy đâu', 'NEG'), ('<IA>', 'chảy ra', 'NEG'), ('<IA>', 'Quá thất vọng', 'NEG')]"
Đã nhận được sp. Hương thơm dịu nhẹ. Đặc biệt Tiki đóng gói sp rất chắc chắn. Lần đầu mua cảm thấy khá hài lòng.,"['sp.', 'Hương thơm', 'Tiki đóng gói sp', 'mua']","[('sp.', 'NEU'), ('Hương thơm', 'POS'), ('Tiki đóng gói sp', 'POS'), ('mua', 'POS')]","[('sp.', '<IO>'), ('Hương thơm', 'dịu nhẹ.'), ('Tiki đóng gói sp', 'rất chắc chắn.'), ('mua', 'khá hài lòng.')]","[('sp.', '<IO>', 'NEU'), ('Hương thơm', 'dịu nhẹ.', 'POS'), ('Tiki đóng gói sp', 'rất chắc chắn.', 'POS'), ('mua', 'khá hài lòng.', 'POS')]"
Chưa biết tác dụng có hiệu quả hay không nhưng mà thấy dùng cũng ok mùi cũng ok. Để dùng 1 tgian đã nếu ok sẽ ủng hộ lại shop.,"['tác dụng', 'dùng', 'mùi', 'dùng', 'shop.']","[('tác dụng', 'NEU'), ('dùng', 'POS'), ('mùi', 'POS'), ('dùng', 'NEU'), ('shop.', 'NEU')]","[('tác dụng', '<IO>'), ('dùng', 'cũng ok'), ('mùi', 'cũng ok.'), ('dùng', '<IO>'), ('shop.', 'ủng hộ')]","[('tác dụng', '<IO>', 'NEU'), ('dùng', 'cũng ok', 'POS'), ('mùi', 'cũng ok.', 'POS'), ('dùng', '<IO>', 'NEU'), ('shop.', 'ủng hộ', 'NEU')]"
"tiki đóng gói cẩn thận. sản phẩm nhập khẩu, đã dùng thử rất thích. sẽ mua tiếp","['tiki đóng gói', 'dùng thử', '<IA>']","[('tiki đóng gói', 'POS'), ('dùng thử', 'POS'), ('<IA>', 'POS')]","[('tiki đóng gói', 'cẩn thận.'), ('dùng thử', 'rất thích.'), ('<IA>', 'sẽ mua tiếp')]","[('tiki đóng gói', 'cẩn thận.', 'POS'), ('dùng thử', 'rất thích.', 'POS'), ('<IA>', 'sẽ mua tiếp', 'POS')]"
"Thơm sạch mát, dễ sử dụng, nhưng ko tặng kèm móc khoá, nắp chai lỏng là do nhà sản xuất.","['<IA>', 'sử dụng,', 'móc khoá,', 'nắp chai']","[('<IA>', 'POS'), ('sử dụng,', 'POS'), ('móc khoá,', 'NEG'), ('nắp chai', 'NEG')]","[('<IA>', 'Thơm sạch mát,'), ('sử dụng,', 'dễ'), ('móc khoá,', 'ko tặng kèm'), ('nắp chai', 'lỏng')]","[('<IA>', 'Thơm sạch mát,', 'POS'), ('sử dụng,', 'dễ', 'POS'), ('móc khoá,', 'ko tặng kèm', 'NEG'), ('nắp chai', 'lỏng', 'NEG')]"
"tiki cẩn thận dán keo sợ nắm chai bị bung , cứ nghĩ cho khách hàng là duyệt hết","['tiki', '<IA>']","[('tiki', 'POS'), ('<IA>', 'POS')]","[('tiki', 'cẩn thận dán keo'), ('<IA>', 'nghĩ cho khách hàng')]","[('tiki', 'cẩn thận dán keo', 'POS'), ('<IA>', 'nghĩ cho khách hàng', 'POS')]"
sp giong hinh. giao hang rat nhanh. co kèm quà tặng. đóng gói kĩ. lan 2 mua hang cua shop. rat vua y.,"['sp', 'giao hang', 'quà tặng.', 'đóng gói', 'mua hang', '<IA>']","[('sp', 'POS'), ('giao hang', 'POS'), ('quà tặng.', 'POS'), ('đóng gói', 'POS'), ('mua hang', 'NEU'), ('<IA>', 'POS')]","[('sp', 'giong hinh.'), ('giao hang', 'rat nhanh.'), ('quà tặng.', 'co kèm'), ('đóng gói', 'kĩ.'), ('mua hang', '<IO>'), ('<IA>', 'rat vua y.')]","[('sp', 'giong hinh.', 'POS'), ('giao hang', 'rat nhanh.', 'POS'), ('quà tặng.', 'co kèm', 'POS'), ('đóng gói', 'kĩ.', 'POS'), ('mua hang', '<IO>', 'NEU'), ('<IA>', 'rat vua y.', 'POS')]"
Dép đẹp đi rất vừa vặn k chê vào đâu đc. Tuy là đôi dép cao su nhưng vẫn có hộp đựng và có ghi chú lịch sử ra đời. Hộp đựng chắc chắn.,"['Dép', 'đi', '<IA>', 'hộp đựng', 'Hộp đựng']","[('Dép', 'POS'), ('đi', 'POS'), ('<IA>', 'POS'), ('hộp đựng', 'POS'), ('Hộp đựng', 'POS')]","[('Dép', 'đẹp'), ('đi', 'rất vừa vặn'), ('<IA>', 'k chê vào đâu đc.'), ('hộp đựng', 'có'), ('Hộp đựng', 'chắc chắn.')]","[('Dép', 'đẹp', 'POS'), ('đi', 'rất vừa vặn', 'POS'), ('<IA>', 'k chê vào đâu đc.', 'POS'), ('hộp đựng', 'có', 'POS'), ('Hộp đựng', 'chắc chắn.', 'POS')]"
Không chất. So với giá cả bỏ ra thì hơi thất vọng. Ngoài ra đi bị ngưa chân. Chán chết.,"['<IA>', 'giá cả', 'đi', '<IA>']","[('<IA>', 'NEG'), ('giá cả', 'NEG'), ('đi', 'NEG'), ('<IA>', 'NEG')]","[('<IA>', 'Không chất.'), ('giá cả', 'hơi thất vọng.'), ('đi', 'bị ngưa chân.'), ('<IA>', 'Chán chết.')]","[('<IA>', 'Không chất.', 'NEG'), ('giá cả', 'hơi thất vọng.', 'NEG'), ('đi', 'bị ngưa chân.', 'NEG'), ('<IA>', 'Chán chết.', 'NEG')]"
"Hơi nhỏ so với size chân mình xíu nhưng vẫn mang vừa. Dép dáng gọn, ôm chân","['size', 'mang', 'Dép', '<IA>']","[('size', 'NEG'), ('mang', 'POS'), ('Dép', 'POS'), ('<IA>', 'POS')]","[('size', 'Hơi nhỏ'), ('mang', 'vừa.'), ('Dép', 'dáng gọn,'), ('<IA>', 'ôm chân')]","[('size', 'Hơi nhỏ', 'NEG'), ('mang', 'vừa.', 'POS'), ('Dép', 'dáng gọn,', 'POS'), ('<IA>', 'ôm chân', 'POS')]"
Nhìn mặt trăng cực đẹp luôn. Nói chung kính chất lượng tốt,"['Nhìn mặt trăng', 'kính']","[('Nhìn mặt trăng', 'POS'), ('kính', 'POS')]","[('Nhìn mặt trăng', 'cực đẹp'), ('kính', 'chất lượng tốt')]","[('Nhìn mặt trăng', 'cực đẹp', 'POS'), ('kính', 'chất lượng tốt', 'POS')]"
"Chất lượng vải không được như mong đợi, tuyết bị rụng nhiều. Giá thành cạnh tranh so với sản phẩm cùng loại của NCC khác.","['Chất lượng vải', 'tuyết', 'Giá thành']","[('Chất lượng vải', 'NEG'), ('tuyết', 'NEG'), ('Giá thành', 'POS')]","[('Chất lượng vải', 'không được như mong đợi,'), ('tuyết', 'bị rụng nhiều.'), ('Giá thành', 'cạnh tranh')]","[('Chất lượng vải', 'không được như mong đợi,', 'NEG'), ('tuyết', 'bị rụng nhiều.', 'NEG'), ('Giá thành', 'cạnh tranh', 'POS')]"
Khăn hơi mỏng! Nhưng vẫn hút nước tốt ! Chúc shop luôn giữ dc uy tính tốt,"['Khăn', 'hút nước', 'shop']","[('Khăn', 'NEG'), ('hút nước', 'POS'), ('shop', 'POS')]","[('Khăn', 'hơi mỏng!'), ('hút nước', 'tốt'), ('shop', 'luôn giữ dc uy tính tốt')]","[('Khăn', 'hơi mỏng!', 'NEG'), ('hút nước', 'tốt', 'POS'), ('shop', 'luôn giữ dc uy tính tốt', 'POS')]"
"Sản phẩm tốt. Tuy nhiên mình bị chậm hoá đơn, đã gần 1 tháng nhưng vẫn chưa nhận được, nhà cung cấp vui lòng chuyển về giúp mình với ạ, Tks.","['Sản phẩm', 'hoá đơn,', '<IA>']","[('Sản phẩm', 'POS'), ('hoá đơn,', 'NEG'), ('<IA>', 'NEG')]","[('Sản phẩm', 'tốt.'), ('hoá đơn,', 'bị chậm'), ('<IA>', 'vẫn chưa nhận được,')]","[('Sản phẩm', 'tốt.', 'POS'), ('hoá đơn,', 'bị chậm', 'NEG'), ('<IA>', 'vẫn chưa nhận được,', 'NEG')]"
