text,label
"Rất ngon, sẽ mua tiếp. Bao bì cũng đẹp mà còn là hàng của Việt Nam, ủng hộ ủng hộ.","Rất ngon, sẽ mua tiếp. Bao bì cũng đẹp mà còn là hàng của Việt Nam, ủng hộ ủng hộ.####[([], [0, 1], 'POS'), ([], [2, 3, 4], 'POS'), ([5, 6], [7, 8], 'POS'), ([], [16, 17, 18, 19], 'POS')]"
"Cam này ban ngày nhìn khá nét và sáng rõ nhưng ban đêm thì hơi mờ và không nét, trên đây là 3 bức ảnh mình chụp vào ban ngày và ban đêm (tắt hết đèn sân). Nói chung nếu mục đích sử dụng là quay ngoài trời vào ban đêm thì con này không phù hợp mà nên đầu tư hẳn con đắt tiền chuyên quay đêm, còn mục đích quay sân vườn, shop, cửa hàng... vào ban ngày thì con này OK (chưa biết lâu dài thế nào).","Cam này ban ngày nhìn khá nét và sáng rõ nhưng ban đêm thì hơi mờ và không nét, trên đây là 3 bức ảnh mình chụp vào ban ngày và ban đêm (tắt hết đèn sân). Nói chung nếu mục đích sử dụng là quay ngoài trời vào ban đêm thì con này không phù hợp mà nên đầu tư hẳn con đắt tiền chuyên quay đêm, còn mục đích quay sân vườn, shop, cửa hàng... vào ban ngày thì con này OK (chưa biết lâu dài thế nào).####[([0, 1], [5, 6], 'POS'), ([0, 1], [8, 9], 'POS'), ([], [14, 15], 'NEG'), ([], [17, 18], 'NEG'), ([52, 53], [54, 55, 56], 'NEG'), ([81, 82], [83], 'POS')]"
"camera rất ok đẹp siêu nét, xem ban đêm cũng rõ, để 3 râu nhưng chỉ có 1 râu có ăngten nhé thì để tên 1 râu thôi lừa đảo người tiêu dùng","camera rất ok đẹp siêu nét, xem ban đêm cũng rõ, để 3 râu nhưng chỉ có 1 râu có ăngten nhé thì để tên 1 râu thôi lừa đảo người tiêu dùng####[([0], [1, 2, 3, 4, 5], 'POS'), ([6, 7, 8], [10], 'POS'), ([13], [11, 12], 'NEG'), ([], [28, 29], 'NEG')]"
"Các chức năng ổn, khá bất ngờ vì gí rẻ nhưng chât lượng ok. Tuy nhiên thi thoảng hay mất sóng, chưa rõ nguyên nhân ra sao","Các chức năng ổn, khá bất ngờ vì gí rẻ nhưng chât lượng ok. Tuy nhiên thi thoảng hay mất sóng, chưa rõ nguyên nhân ra sao####[([0, 1, 2], [3], 'POS'), ([8], [9], 'POS'), ([11, 12], [13], 'POS'), ([], [16, 17, 18, 19, 20], 'NEG')]"
Mua về không sài được. Mong được nhà bán hàng đổi lại. Rất không hài lòng,"Mua về không sài được. Mong được nhà bán hàng đổi lại. Rất không hài lòng####[([3], [2], 'NEG'), ([7, 8, 9], [5, 6], 'NEU'), ([], [12, 13, 14, 15], 'NEG')]"
"Sản phẩm sử dụng tốt, hình ảnh đủ xem, ghi hình tốt, tạm ổn cho công việc.","Sản phẩm sử dụng tốt, hình ảnh đủ xem, ghi hình tốt, tạm ổn cho công việc.####[([2, 3], [4], 'POS'), ([5, 6], [7, 8], 'POS'), ([9, 10], [11], 'POS'), ([15, 16], [12, 13], 'POS')]"
Sản phẩm dùng khá tốt tuy nhiên khi di chuyển trên điện thoại hơi chậm.,"Sản phẩm dùng khá tốt tuy nhiên khi di chuyển trên điện thoại hơi chậm.####[([2], [3, 4], 'POS'), ([8, 9, 10, 11, 12], [13, 14], 'NEG')]"
"Bỉm không dày mà vẫn thấm hút tốt, giá hợp lý! Tốt","Bỉm không dày mà vẫn thấm hút tốt, giá hợp lý! Tốt####[([0], [1, 2], 'NEG'), ([5, 6], [7], 'POS'), ([8], [9, 10], 'POS'), ([], [11], 'POS')]"
"Đóng gói kỹ lưỡng, giao hàng nhanh chóng. Rất hài lòng","Đóng gói kỹ lưỡng, giao hàng nhanh chóng. Rất hài lòng####[([0, 1], [2, 3], 'POS'), ([4, 5], [6, 7], 'POS'), ([], [8, 9, 10], 'POS')]"
"Tiền nào của đó, nhận hàng bụi bặm nhìn như đồ cũ ấy, mặt giấy nhám thì sức ra phân nửa , không nên mua","Tiền nào của đó, nhận hàng bụi bặm nhìn như đồ cũ ấy, mặt giấy nhám thì sức ra phân nửa  , không nên mua####[([5], [6, 7], 'NEG'), ([], [8, 9, 10, 11, 12], 'NEG'), ([13, 14, 15], [17, 18, 19, 20], 'NEG'), ([], [22, 23, 24], 'NEG')]"
"Sản phẩm giống hình , chất lượng , hài lòng về dịch vụ và sp","Sản phẩm giống hình , chất lượng , hài lòng về dịch vụ và sp####[([0, 1], [2, 3], 'POS'), ([0, 1], [5, 6], 'POS'), ([11, 12], [8, 9], 'POS'), ([14], [8, 9], 'POS')]"
Hơi nhỏ nhưng vẫn thích. Chất lượng ok.............,"Hơi nhỏ nhưng vẫn thích. Chất lượng ok.............####[([], [0, 1], 'NEG'), ([], [3, 4], 'POS'), ([5, 6], [7], 'POS')]"
"nhận hàng bàn chà có màu xanh rất ưng ý, cảm ơn tiki","nhận hàng bàn chà có màu xanh rất ưng ý, cảm ơn tiki####[([5, 6], [7, 8, 9], 'POS'), ([12], [10, 11], 'POS')]"
