text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
Sản phẩn đóng gói kĩ,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'kĩ')]","[('đóng gói', 'kĩ', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
Sẽ tiếp tục ủng hộ,[],[],[],[]
Chất lượng hoàn thiện không cao cấp lắm,['Chất lượng hoàn thiện'],"[('Chất lượng hoàn thiện', 'NEG')]","[('Chất lượng hoàn thiện', 'không cao cấp lắm')]","[('Chất lượng hoàn thiện', 'không cao cấp lắm', 'NEG')]"
"giá rẻ,",['giá'],"[('giá', 'POS')]","[('giá', 'rẻ,')]","[('giá', 'rẻ,', 'POS')]"
hiệu quả.,[],[],[],[]
"nhưng sao chỉ sao 1 miếng,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'chỉ sao 1 miếng,')]","[('<IA>', 'chỉ sao 1 miếng,', 'NEG')]"
"còn lại là 1 bọc nilong trống,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'bọc nilong trống,')]","[('<IA>', 'bọc nilong trống,', 'NEG')]"
"Miếng còn lại cực kì cũ, bị lệch.",['Miếng còn lại'],"[('Miếng còn lại', 'NEG')]","[('Miếng còn lại', 'cực kì cũ, bị lệch.')]","[('Miếng còn lại', 'cực kì cũ, bị lệch.', 'NEG')]"
Xem như bỏ.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'bỏ.')]","[('<IA>', 'bỏ.', 'NEG')]"
giao hàng quá chậm.,['giao hàng'],"[('giao hàng', 'NEG')]","[('giao hàng', 'quá chậm.')]","[('giao hàng', 'quá chậm.', 'NEG')]"
hơn 1 tháng mới nhận đc hàng.,['nhận đc hàng.'],"[('nhận đc hàng.', 'NEG')]","[('nhận đc hàng.', 'hơn 1 tháng')]","[('nhận đc hàng.', 'hơn 1 tháng', 'NEG')]"
hàng ok,['hàng'],"[('hàng', 'POS')]","[('hàng', 'ok')]","[('hàng', 'ok', 'POS')]"
"bếp đánh lửa không nhạy,",['bếp đánh lửa'],"[('bếp đánh lửa', 'NEG')]","[('bếp đánh lửa', 'không nhạy,')]","[('bếp đánh lửa', 'không nhạy,', 'NEG')]"
rất khó trong việc điều chỉnh lửa lớn nhỏ,['việc điều chỉnh lửa lớn nhỏ'],"[('việc điều chỉnh lửa lớn nhỏ', 'NEG')]","[('việc điều chỉnh lửa lớn nhỏ', 'rất khó')]","[('việc điều chỉnh lửa lớn nhỏ', 'rất khó', 'NEG')]"
Miêu tả nội tâm nhân vật sâu sắc,['Miêu tả nội tâm nhân vật'],"[('Miêu tả nội tâm nhân vật', 'POS')]","[('Miêu tả nội tâm nhân vật', 'sâu sắc')]","[('Miêu tả nội tâm nhân vật', 'sâu sắc', 'POS')]"
"Hơi hướng LGBT Nhấn mạnh vào cảm xúc của con người Mưa, màn đêm, con đường và Sài Gòn trong tim tôi",[],[],[],[]
"nhắn tin theo cú pháp DAC MÃ ANNINH rồi gửi 8099 nhưng không thấy phản hồi gì cả,",['phản hồi'],"[('phản hồi', 'NEG')]","[('phản hồi', 'không thấy')]","[('phản hồi', 'không thấy', 'NEG')]"
tốn tiền vừa,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'tiền vừa')]","[('<IA>', 'tiền vừa', 'NEG')]"
mất thời gian,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'mất thời gian')]","[('<IA>', 'mất thời gian', 'NEG')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"bìa rất đẹp,",['bìa'],"[('bìa', 'POS')]","[('bìa', 'rất đẹp,')]","[('bìa', 'rất đẹp,', 'POS')]"
góc bị như hình,['góc'],"[('góc', 'NEG')]","[('góc', 'bị như hình')]","[('góc', 'bị như hình', 'NEG')]"
một cuốn sách tuyệt vời tới như vậy!,['cuốn sách'],"[('cuốn sách', 'POS')]","[('cuốn sách', 'tuyệt vời')]","[('cuốn sách', 'tuyệt vời', 'POS')]"
"sách hay,",['sách'],"[('sách', 'POS')]","[('sách', 'hay,')]","[('sách', 'hay,', 'POS')]"
"in đẹp,",['in'],"[('in', 'POS')]","[('in', 'đẹp,')]","[('in', 'đẹp,', 'POS')]"
"giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
sách đẹp,['sách'],"[('sách', 'POS')]","[('sách', 'đẹp')]","[('sách', 'đẹp', 'POS')]"
nội dung giải chi tiết,['nội dung'],"[('nội dung', 'POS')]","[('nội dung', 'giải chi tiết')]","[('nội dung', 'giải chi tiết', 'POS')]"
"Truyện hay,",['Truyện'],"[('Truyện', 'POS')]","[('Truyện', 'hay,')]","[('Truyện', 'hay,', 'POS')]"
giấy đẹp,['giấy'],"[('giấy', 'POS')]","[('giấy', 'đẹp')]","[('giấy', 'đẹp', 'POS')]"
"giá cả hợp lý,",['giá cả'],"[('giá cả', 'POS')]","[('giá cả', 'hợp lý,')]","[('giá cả', 'hợp lý,', 'POS')]"
shipper thân thiện.,['shipper'],"[('shipper', 'POS')]","[('shipper', 'thân thiện.')]","[('shipper', 'thân thiện.', 'POS')]"
Giao hàng nhanh!,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh!')]","[('Giao hàng', 'nhanh!', 'POS')]"
"Dễ sử dụng,","['sử dụng,']","[('sử dụng,', 'POS')]","[('sử dụng,', 'Dễ')]","[('sử dụng,', 'Dễ', 'POS')]"
"hơi nước mạnh,",['hơi nước'],"[('hơi nước', 'POS')]","[('hơi nước', 'mạnh,')]","[('hơi nước', 'mạnh,', 'POS')]"
đa năng,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'đa năng')]","[('<IA>', 'đa năng', 'POS')]"
"Sản phẩm tả đúng size,",['Sản phẩm tả'],"[('Sản phẩm tả', 'POS')]","[('Sản phẩm tả', 'đúng size,')]","[('Sản phẩm tả', 'đúng size,', 'POS')]"
"tả hơi cứng, không mềm",['tả'],"[('tả', 'NEG')]","[('tả', 'hơi cứng, không mềm')]","[('tả', 'hơi cứng, không mềm', 'NEG')]"
quá tệ.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'quá tệ.')]","[('<IA>', 'quá tệ.', 'NEG')]"
một tai không nghe được,['một tai'],"[('một tai', 'NEG')]","[('một tai', 'không nghe được')]","[('một tai', 'không nghe được', 'NEG')]"
Sản phẩm giao không đủ.,['Sản phẩm'],"[('Sản phẩm', 'NEG')]","[('Sản phẩm', 'giao không đủ.')]","[('Sản phẩm', 'giao không đủ.', 'NEG')]"
Cán cây lau nhà thiếu hẳn 1 khúc,['Cán cây lau nhà'],"[('Cán cây lau nhà', 'NEG')]","[('Cán cây lau nhà', 'thiếu hẳn 1 khúc')]","[('Cán cây lau nhà', 'thiếu hẳn 1 khúc', 'NEG')]"
"không dùng được,",['dùng'],"[('dùng', 'NEG')]","[('dùng', 'không')]","[('dùng', 'không', 'NEG')]"
khiếu nại Tiki nhưng chưa có phản,['khiếu nại Tiki'],"[('khiếu nại Tiki', 'NEG')]","[('khiếu nại Tiki', 'chưa có phản')]","[('khiếu nại Tiki', 'chưa có phản', 'NEG')]"
sữa date mới,['sữa'],"[('sữa', 'POS')]","[('sữa', 'mới')]","[('sữa', 'mới', 'POS')]"
quà tặng xe đẹp,['quà tặng xe'],"[('quà tặng xe', 'POS')]","[('quà tặng xe', 'đẹp')]","[('quà tặng xe', 'đẹp', 'POS')]"
thiếu giỏ xe,['giỏ xe'],"[('giỏ xe', 'NEG')]","[('giỏ xe', 'thiếu')]","[('giỏ xe', 'thiếu', 'NEG')]"
"Móc hơi mỏng, không được chắc chắn như mong đợi.",['Móc'],"[('Móc', 'NEG')]","[('Móc', 'hơi mỏng, không được chắc chắn')]","[('Móc', 'hơi mỏng, không được chắc chắn', 'NEG')]"
chất lượng vẫn có thể sử dụng được,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'vẫn có thể sử dụng được')]","[('chất lượng', 'vẫn có thể sử dụng được', 'POS')]"
"Mặt hàng khá tốt,",['Mặt hàng'],"[('Mặt hàng', 'POS')]","[('Mặt hàng', 'khá tốt,')]","[('Mặt hàng', 'khá tốt,', 'POS')]"
"làm nóng nhanh,",['làm nóng'],"[('làm nóng', 'POS')]","[('làm nóng', 'nhanh,')]","[('làm nóng', 'nhanh,', 'POS')]"
"phích cắm là phích cắm tròn không phải phích cắm dẹt,",['phích cắm'],"[('phích cắm', 'NEG')]","[('phích cắm', 'là phích cắm tròn không phải phích cắm dẹt,')]","[('phích cắm', 'là phích cắm tròn không phải phích cắm dẹt,', 'NEG')]"
"Hình vẽ rõ nét hơn vào buổi tối,",['Hình vẽ'],"[('Hình vẽ', 'POS')]","[('Hình vẽ', 'rõ nét')]","[('Hình vẽ', 'rõ nét', 'POS')]"
"ban ngày nhìn mờ nhạt,",['nhìn'],"[('nhìn', 'NEG')]","[('nhìn', 'mờ nhạt,')]","[('nhìn', 'mờ nhạt,', 'NEG')]"
không có ấn tượng.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'không có ấn tượng.')]","[('<IA>', 'không có ấn tượng.', 'NEG')]"
"Không hoàn toàn giống như mong đợi,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'Không hoàn toàn giống như mong đợi,')]","[('<IA>', 'Không hoàn toàn giống như mong đợi,', 'NEG')]"
hình dáng sản phẩm đẹp.,['hình dáng sản phẩm'],"[('hình dáng sản phẩm', 'POS')]","[('hình dáng sản phẩm', 'đẹp.')]","[('hình dáng sản phẩm', 'đẹp.', 'POS')]"
Giao hàng nhanh.,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh.')]","[('Giao hàng', 'nhanh.', 'POS')]"
Nhân viên nhiệt tình.,['Nhân viên'],"[('Nhân viên', 'POS')]","[('Nhân viên', 'nhiệt tình.')]","[('Nhân viên', 'nhiệt tình.', 'POS')]"
kích thước hơi nhỏ,['kích thước'],"[('kích thước', 'NEG')]","[('kích thước', 'hơi nhỏ')]","[('kích thước', 'hơi nhỏ', 'NEG')]"
còn lại mọi thứ đều tốt,['mọi thứ'],"[('mọi thứ', 'POS')]","[('mọi thứ', 'đều tốt')]","[('mọi thứ', 'đều tốt', 'POS')]"
"Sản phẩm tốt,",['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'tốt,')]","[('Sản phẩm', 'tốt,', 'POS')]"
hâm nóng tuyệt!,['hâm nóng'],"[('hâm nóng', 'POS')]","[('hâm nóng', 'tuyệt!')]","[('hâm nóng', 'tuyệt!', 'POS')]"
Rất hữu ích,[],[],[],[]
"Tiki giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
gói hàng kỹ,['gói hàng'],"[('gói hàng', 'POS')]","[('gói hàng', 'kỹ')]","[('gói hàng', 'kỹ', 'POS')]"
Rất hài lòng,[],[],[],[]
"Trà dễ uống lắm,",['uống'],"[('uống', 'POS')]","[('uống', 'dễ uống lắm,')]","[('uống', 'dễ uống lắm,', 'POS')]"
"k hề có tác dụng phụ gì,",['tác dụng phụ'],"[('tác dụng phụ', 'POS')]","[('tác dụng phụ', 'k hề có')]","[('tác dụng phụ', 'k hề có', 'POS')]"
"thích,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thích,')]","[('<IA>', 'thích,', 'POS')]"
"giảm được ít rùi,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'giảm được ít rùi,')]","[('<IA>', 'giảm được ít rùi,', 'POS')]"
sẽ tiếp tục,['<IA>'],"[('<IA>', 'NEU')]","[('<IA>', 'sẽ tiếp tục')]","[('<IA>', 'sẽ tiếp tục', 'NEU')]"
"giao nhanh hơn lần trước,",['giao'],"[('giao', 'POS')]","[('giao', 'nhanh hơn')]","[('giao', 'nhanh hơn', 'POS')]"
"hộp vẫn còn đẹp ko bị móp méo,",['hộp'],"[('hộp', 'POS')]","[('hộp', 'vẫn còn đẹp ko bị móp méo,')]","[('hộp', 'vẫn còn đẹp ko bị móp méo,', 'POS')]"
khá hài lòng,[],[],[],[]
"Nhỏ gọn,",[],[],[],[]
dùng ok.,['dùng'],"[('dùng', 'POS')]","[('dùng', 'ok.')]","[('dùng', 'ok.', 'POS')]"
"cái hộp ngoài to quá,",['cái hộp ngoài'],"[('cái hộp ngoài', 'NEG')]","[('cái hộp ngoài', 'to quá,')]","[('cái hộp ngoài', 'to quá,', 'NEG')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"chất lượng tốt,",['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tốt,')]","[('chất lượng', 'tốt,', 'POS')]"
"sách hay,",['sách'],"[('sách', 'POS')]","[('sách', 'hay,')]","[('sách', 'hay,', 'POS')]"
được tặng thêm một cây bút xinh xinh nữa,['cây bút'],"[('cây bút', 'POS')]","[('cây bút', 'xinh xinh')]","[('cây bút', 'xinh xinh', 'POS')]"
"Mùi nam tính, không gay gắt.",['Mùi'],"[('Mùi', 'POS')]","[('Mùi', 'nam tính, không gay gắt.')]","[('Mùi', 'nam tính, không gay gắt.', 'POS')]"
Mạnh mẽ khi gần,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'Mạnh mẽ')]","[('<IA>', 'Mạnh mẽ', 'POS')]"
thoảng nhẹ khi phot qua.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thoảng nhẹ')]","[('<IA>', 'thoảng nhẹ', 'POS')]"
Chai 50ml cũng vừa đủ để không phải ngán 1 mùi quen.,['Chai 50ml'],"[('Chai 50ml', 'POS')]","[('Chai 50ml', 'vừa đủ để không phải ngán')]","[('Chai 50ml', 'vừa đủ để không phải ngán', 'POS')]"
"Bếp mình mua thay cho bếp cũ, tới nay là chưa được 3 tháng nhưng đã hư một bên.",['Bếp'],"[('Bếp', 'NEG')]","[('Bếp', 'hư một bên.')]","[('Bếp', 'hư một bên.', 'NEG')]"
Chất lượng thật sự là không hài lòng.,['Chất lượng'],"[('Chất lượng', 'NEG')]","[('Chất lượng', 'không hài lòng.')]","[('Chất lượng', 'không hài lòng.', 'NEG')]"
Bực mình,[],[],[],[]
cuốn sách nên đọc,['cuốn sách'],"[('cuốn sách', 'POS')]","[('cuốn sách', 'nên đọc')]","[('cuốn sách', 'nên đọc', 'POS')]"
"Bản đẹp,",['Bản'],"[('Bản', 'POS')]","[('Bản', 'đẹp,')]","[('Bản', 'đẹp,', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
đong goi cẩn thận,['đong goi'],"[('đong goi', 'POS')]","[('đong goi', 'cẩn thận')]","[('đong goi', 'cẩn thận', 'POS')]"
giá hợp lý,['giá'],"[('giá', 'POS')]","[('giá', 'hợp lý')]","[('giá', 'hợp lý', 'POS')]"
"ấm tốt,",['ấm'],"[('ấm', 'POS')]","[('ấm', 'tốt,')]","[('ấm', 'tốt,', 'POS')]"
cầm không bị nóng ở quai.,['quai.'],"[('quai.', 'POS')]","[('quai.', 'cầm không bị nóng')]","[('quai.', 'cầm không bị nóng', 'POS')]"
gói cẩn thận.,['gói'],"[('gói', 'POS')]","[('gói', 'cẩn thận.')]","[('gói', 'cẩn thận.', 'POS')]"
nhân viên chuyên nghiệp,['nhân viên'],"[('nhân viên', 'POS')]","[('nhân viên', 'chuyên nghiệp')]","[('nhân viên', 'chuyên nghiệp', 'POS')]"
hàng chất lượng đúng quảng cáo,['hàng'],"[('hàng', 'POS')]","[('hàng', 'chất lượng đúng quảng cáo')]","[('hàng', 'chất lượng đúng quảng cáo', 'POS')]"
túi giá phải chăng,['giá'],"[('giá', 'POS')]","[('giá', 'phải chăng')]","[('giá', 'phải chăng', 'POS')]"
uy tính,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'uy tính')]","[('<IA>', 'uy tính', 'POS')]"
phục vụ khỏi chê,['phục vụ'],"[('phục vụ', 'POS')]","[('phục vụ', 'khỏi chê')]","[('phục vụ', 'khỏi chê', 'POS')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"đóng gói cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận,')]","[('đóng gói', 'cẩn thận,', 'POS')]"
shipper thân thiện,['shipper'],"[('shipper', 'POS')]","[('shipper', 'thân thiện')]","[('shipper', 'thân thiện', 'POS')]"
Gội xong rất mềm,['Gội xong'],"[('Gội xong', 'POS')]","[('Gội xong', 'rất mềm')]","[('Gội xong', 'rất mềm', 'POS')]"
"thơm dễ chịu,",[],[],[],[]
bồng bềnh thật,[],[],[],[]
Rất ưng ý.,[],[],[],[]
"Sách đẹp,",['Sách'],"[('Sách', 'POS')]","[('Sách', 'đẹp,')]","[('Sách', 'đẹp,', 'POS')]"
ngoài động từ bất quy tắc còn có phần tóm tắt các ngữ pháp cơ bản.,"['động từ bất quy tắc', 'phần tóm tắt các ngữ pháp cơ bản.']","[('động từ bất quy tắc', 'NEU'), ('phần tóm tắt các ngữ pháp cơ bản.', 'NEU')]","[('động từ bất quy tắc', '<IO>'), ('phần tóm tắt các ngữ pháp cơ bản.', '<IO>')]","[('động từ bất quy tắc', '<IO>', 'NEU'), ('phần tóm tắt các ngữ pháp cơ bản.', '<IO>', 'NEU')]"
giá rẻ hơn nhiều,['giá'],"[('giá', 'POS')]","[('giá', 'rẻ hơn nhiều')]","[('giá', 'rẻ hơn nhiều', 'POS')]"
"viết dễ hiểu,",['viết'],"[('viết', 'POS')]","[('viết', 'dễ hiểu,')]","[('viết', 'dễ hiểu,', 'POS')]"
"ngôn từ bình dị, gần gũi, hóm hỉnh.",['ngôn từ'],"[('ngôn từ', 'POS')]","[('ngôn từ', 'bình dị, gần gũi, hóm hỉnh.')]","[('ngôn từ', 'bình dị, gần gũi, hóm hỉnh.', 'POS')]"
"Đã giảm được gần 1kg sau khi uống được hơn 1 hộp,",['uống'],"[('uống', 'POS')]","[('uống', 'giảm được gần 1kg')]","[('uống', 'giảm được gần 1kg', 'POS')]"
"trà rất dễ uống,","['trà', 'uống,']","[('trà', 'POS'), ('uống,', 'POS')]","[('trà', 'rất dễ'), ('uống,', 'rất dễ')]","[('trà', 'rất dễ', 'POS'), ('uống,', 'rất dễ', 'POS')]"
"thơm,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thơm,')]","[('<IA>', 'thơm,', 'POS')]"
"màu nước vàng, trong.",['màu nước'],"[('màu nước', 'NEU')]","[('màu nước', 'vàng, trong.')]","[('màu nước', 'vàng, trong.', 'NEU')]"
"HOàn toàn không bị mệt tí nào,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'HOàn toàn không bị mệt tí nào,')]","[('<IA>', 'HOàn toàn không bị mệt tí nào,', 'POS')]"
cũng k thấy tác dụng gì,['tác dụng'],"[('tác dụng', 'NEG')]","[('tác dụng', 'k thấy tác dụng gì')]","[('tác dụng', 'k thấy tác dụng gì', 'NEG')]"
"Khá hài lòng,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'Khá hài lòng,')]","[('<IA>', 'Khá hài lòng,', 'POS')]"
một lần làm được rất nhiều,['làm'],"[('làm', 'POS')]","[('làm', 'rất nhiều')]","[('làm', 'rất nhiều', 'POS')]"
nên mẹ mình rất thích.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rất thích.')]","[('<IA>', 'rất thích.', 'POS')]"
Mắc gần gấp đôi các caddy bay khác,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'Mắc gần gấp đôi')]","[('<IA>', 'Mắc gần gấp đôi', 'NEG')]"
ổn và cứng cáp.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ổn và cứng cáp.')]","[('<IA>', 'ổn và cứng cáp.', 'POS')]"
Ok với giá tiền,['giá tiền'],"[('giá tiền', 'POS')]","[('giá tiền', 'Ok')]","[('giá tiền', 'Ok', 'POS')]"
"Bộ sách được bọc nilong cẩn thận,","['Bộ sách', 'bọc nilong']","[('Bộ sách', 'POS'), ('bọc nilong', 'POS')]","[('Bộ sách', 'cẩn thận,'), ('bọc nilong', 'cẩn thận,')]","[('Bộ sách', 'cẩn thận,', 'POS'), ('bọc nilong', 'cẩn thận,', 'POS')]"
"mới nguyên,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'mới nguyên,')]","[('<IA>', 'mới nguyên,', 'POS')]"
giá tốt.,['giá'],"[('giá', 'POS')]","[('giá', 'tốt.')]","[('giá', 'tốt.', 'POS')]"
Hàng giao nhanh.,['giao'],"[('giao', 'POS')]","[('giao', 'nhanh.')]","[('giao', 'nhanh.', 'POS')]"
Ngoại hình nguyên vẹn.,['Ngoại hình'],"[('Ngoại hình', 'POS')]","[('Ngoại hình', 'nguyên vẹn.')]","[('Ngoại hình', 'nguyên vẹn.', 'POS')]"
giấy đẹp,['giấy'],"[('giấy', 'POS')]","[('giấy', 'đẹp')]","[('giấy', 'đẹp', 'POS')]"
in màu cam dễ hại mắt.,['in màu cam'],"[('in màu cam', 'NEG')]","[('in màu cam', 'dễ hại mắt.')]","[('in màu cam', 'dễ hại mắt.', 'NEG')]"
Mực in các trang không đều màu.,['Mực in các trang'],"[('Mực in các trang', 'NEG')]","[('Mực in các trang', 'không đều màu.')]","[('Mực in các trang', 'không đều màu.', 'NEG')]"
"dùng thử thì điện không vào,",['điện'],"[('điện', 'NEG')]","[('điện', 'không vào,')]","[('điện', 'không vào,', 'NEG')]"
cắm bình nước cả 15p mà không có dấu hiệu gì.,['cắm bình nước'],"[('cắm bình nước', 'NEG')]","[('cắm bình nước', 'không có dấu hiệu gì.')]","[('cắm bình nước', 'không có dấu hiệu gì.', 'NEG')]"
Tiki xem và đổi trả hàng giúp mình nhé.,['đổi trả hàng'],"[('đổi trả hàng', 'NEU')]","[('đổi trả hàng', '<IO>')]","[('đổi trả hàng', '<IO>', 'NEU')]"
"Mở bao bì ra thì bụi xanh bay mù mịt,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'bụi xanh bay mù mịt,')]","[('<IA>', 'bụi xanh bay mù mịt,', 'NEG')]"
"Túi trà nhỏ bên trong dễ rách hoặc rách sẵn nhiều,",['Túi trà nhỏ'],"[('Túi trà nhỏ', 'NEG')]","[('Túi trà nhỏ', 'dễ rách hoặc rách sẵn nhiều,')]","[('Túi trà nhỏ', 'dễ rách hoặc rách sẵn nhiều,', 'NEG')]"
hòa vào nước lợn cợn nhiều vụn khó uống.,"['nước', 'uống.']","[('nước', 'NEG'), ('uống.', 'NEG')]","[('nước', 'lợn cợn nhiều vụn khó'), ('uống.', 'lợn cợn nhiều vụn khó')]","[('nước', 'lợn cợn nhiều vụn khó', 'NEG'), ('uống.', 'lợn cợn nhiều vụn khó', 'NEG')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
nhân viên nhiệt tình.,['nhân viên'],"[('nhân viên', 'POS')]","[('nhân viên', 'nhiệt tình.')]","[('nhân viên', 'nhiệt tình.', 'POS')]"
Sách còn mới,['Sách'],"[('Sách', 'POS')]","[('Sách', 'còn mới')]","[('Sách', 'còn mới', 'POS')]"
đóng gói cẩn thận,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận')]","[('đóng gói', 'cẩn thận', 'POS')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"giá rẻ,",['giá'],"[('giá', 'POS')]","[('giá', 'rẻ,')]","[('giá', 'rẻ,', 'POS')]"
in thử thấy cũng ok.,['in thử'],"[('in thử', 'POS')]","[('in thử', 'ok.')]","[('in thử', 'ok.', 'POS')]"
Đây là sản phẩm phù hợp,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'phù hợp')]","[('sản phẩm', 'phù hợp', 'POS')]"
nên mua.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'nên mua.')]","[('<IA>', 'nên mua.', 'POS')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"đóng gói cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận,')]","[('đóng gói', 'cẩn thận,', 'POS')]"
hàng chưa active,['hàng'],"[('hàng', 'POS')]","[('hàng', 'chưa active')]","[('hàng', 'chưa active', 'POS')]"
Hàng ổn.,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'ổn.')]","[('Hàng', 'ổn.', 'POS')]"
chất liệu không tệ.,['chất liệu'],"[('chất liệu', 'POS')]","[('chất liệu', 'không tệ.')]","[('chất liệu', 'không tệ.', 'POS')]"
