text,label
"Giao hàng nhanh. Nhân viên lắp đặt trong ngày. Nhanh nhẹn và rất thân thiện. Máy giặt êm, tiết kiệm nước, mình rất hài lòng.","Giao hàng nhanh. Nhân viên lắp đặt trong ngày. Nhanh nhẹn và rất thân thiện. Máy giặt êm, tiết kiệm nước, mình rất hài lòng.####[([0, 1], [2], 'POS'), ([3, 4], [7, 8], 'POS'), ([5, 6], [7, 8], 'POS'), ([], [9, 10], 'POS'), ([], [12, 13, 14], 'POS'), ([15, 16], [17], 'POS'), ([20], [18, 19], 'POS'), ([], [22, 23, 24], 'POS')]"
"bìa khá đẹp và giao hàng nhanh, mình mua làm quà chứ k đọc nhưng khi nhận được cũng khá ưng ý","bìa khá đẹp và giao hàng nhanh, mình mua làm quà chứ k đọc nhưng khi nhận được cũng khá ưng ý####[([0], [1, 2], 'POS'), ([4, 5], [6], 'POS'), ([], [19, 20, 21], 'POS')]"
"Sản phẩm được làm rất kỹ lưỡng, gỗ được mài nhẵn, an toàn cho bé. Bé nhà mình 13 tháng, cũng khá thích chơi trò này.","Sản phẩm được làm rất kỹ lưỡng, gỗ được mài nhẵn, an toàn cho bé. Bé nhà mình 13 tháng, cũng khá thích chơi trò này.####[([0, 1], [5, 6], 'POS'), ([7], [10, 11, 12], 'POS'), ([23], [22], 'POS')]"
"Mình gội ít rụng tóc , ít gàu và thơm nhẹ. rất hài lòng với sản phẩm","Mình gội ít rụng tóc , ít gàu và thơm nhẹ. rất hài lòng với sản phẩm####[([1], [2, 3, 4], 'POS'), ([1], [6, 7], 'POS'), ([1], [9, 10], 'POS'), ([15, 16], [12, 13], 'POS')]"
"Sách mới, giao hàng nhanh, nhân viên giao hàng nhiều quá giờ thành quen luôn rồi 😬","Sách mới, giao hàng nhanh, nhân viên giao hàng nhiều quá giờ thành quen luôn rồi 😬####[([0], [1], 'POS'), ([2, 3], [4], 'POS'), ([5, 6, 7, 8], [9, 10, 11, 12, 13], 'POS')]"
"Siêu thất vọng với Lock&Lock. Mình mới mua 1 tháng, dùng không bao nhiêu mà đã hỏng. Khớp nối dưới đáy cây lau nhà bị gãy 1 chấu còn bộ trục trong xô thì không kéo lên được (phải cho tay vào xô nước kéo thật mạnh lên mới vào khớp được). Nói chung cơ chế rất lỏng lẻo. Hàng thương hiệu nhưng chất lượng rất kém . Chân thành khuyên mọi người không mua. Bây giờ mới hiểu tại sao bộ lau nhà 2 ngăn vẫn bán chạy hơn bộ này.","Siêu thất vọng với Lock&Lock. Mình mới mua 1 tháng, dùng không bao nhiêu mà đã hỏng. Khớp nối dưới đáy cây lau nhà bị gãy 1 chấu còn bộ trục trong xô thì không kéo lên được (phải cho tay vào xô nước kéo thật mạnh lên mới vào khớp được). Nói chung cơ chế rất lỏng lẻo. Hàng thương hiệu nhưng chất lượng rất kém . Chân thành khuyên mọi người không mua. Bây giờ mới hiểu tại sao bộ lau nhà 2 ngăn vẫn bán chạy hơn bộ này.####[([10], [16], 'NEG'), ([17, 18], [24, 25], 'NEG'), ([29, 30, 31, 32], [34, 35, 36, 37], 'NEG'), ([53, 54], [55, 56, 57], 'NEG'), ([62, 63], [64, 65], 'NEG')]"
"SAN PHAM DEP, Y HINH. DONG GOI CAN THAN( THAO RA KHONG CUNG MET) HI","SAN PHAM DEP, Y HINH. DONG GOI CAN THAN( THAO RA KHONG CUNG MET) HI####[([0, 1], [2, 3, 4], 'POS'), ([5, 6], [7, 8], 'POS')]"
"Hàng sd tốt, hàng đóng gói kỷ, giao hàng hơi chậm tí","Hàng sd tốt, hàng đóng gói kỷ, giao hàng hơi chậm tí####[([1], [2], 'POS'), ([4, 5], [6], 'POS'), ([7, 8], [9, 10, 11], 'NEG')]"
"shop bán hàng có tâm , cực kì thân thiện, mình đã mua nhiều sp ở shop này, khá an tâm","shop bán hàng có tâm , cực kì thân thiện, mình đã mua nhiều sp ở shop này, khá an tâm####[([0], [3, 4], 'POS'), ([0], [6, 7, 8, 9], 'POS'), ([], [19, 20], 'POS')]"
sản phẩm được gói sơ sài không cẩn thận nhưng giao hàng nhanh sớm hơn dự kiến,"sản phẩm được gói sơ sài không cẩn thận nhưng giao hàng nhanh sớm hơn dự kiến####[([3], [4, 5, 6, 7, 8], 'NEG'), ([10, 11], [12, 13, 14, 15, 16], 'POS')]"
Sp tốt và đẹp hơn mong đợi Bé mình rất thích Sz đúng theo bảng hdan,"Sp tốt và đẹp hơn mong đợi Bé mình rất thích Sz đúng theo bảng hdan####[([0], [1], 'POS'), ([0], [3, 4, 5, 6], 'POS'), ([11], [12, 13, 14, 15], 'POS')]"
em thấy tả Bobby quà tặg đầy sao mình hk có vậy shop???,"em thấy tả Bobby quà tặg đầy sao mình hk có vậy shop???####[([4, 5], [9, 10], 'NEG')]"
Ổn gọn không như mấy cái túi cao su cứng ngắt. Đáng mua!,Ổn gọn không như mấy cái túi cao su cứng ngắt. Đáng mua!####[]
"Chưa mua về thì hơi nghi ngờ chút. Mua về dùng thấy rất ok với giá .Có hạt massage nên dùng rất thích, mùi nhẹ. tiếc là không có điện thoại sịn sò để đăng thêm tấm hình nữa.","Chưa mua về thì hơi nghi ngờ chút. Mua về dùng thấy rất ok với giá .Có hạt massage nên dùng rất thích, mùi nhẹ. tiếc là không có điện thoại sịn sò để đăng thêm tấm hình nữa.####[([], [4, 5, 6, 7], 'NEG'), ([10], [12, 13, 14, 15], 'POS'), ([20], [21, 22], 'POS'), ([23], [24], 'POS')]"
"Gói ok mà sản phẩm như shjt . mỏng lét, bán phải ghi dày bnhju để biết mà mua chứ.","Gói ok mà sản phẩm như shjt . mỏng lét, bán phải ghi dày bnhju để biết mà mua chứ.####[([0], [1], 'POS'), ([3, 4], [5, 6], 'NEG')]"
mình rất hài lòng với sản phẩm. cảm ơn tiki rất nhiều,"mình rất hài lòng với sản phẩm. cảm ơn tiki rất nhiều####[([5, 6], [1, 2, 3], 'POS')]"
"Gỗ được làm láng, lắp ráp dễ dàng, ốc vít đầy đủ, thành phẩm chắc chắn. Có điều cây vặn ốc dở quá, vặn 1 con ốc là bị toè đầu luôn, phải mua cái khác để sử dụng","Gỗ được làm láng, lắp ráp dễ dàng, ốc vít đầy đủ, thành phẩm chắc chắn. Có điều cây vặn ốc dở quá, vặn 1 con ốc là bị toè đầu luôn, phải mua cái khác để sử dụng####[([0], [1, 2, 3], 'POS'), ([4, 5], [6, 7], 'POS'), ([8, 9], [10, 11], 'POS'), ([12, 13], [14, 15], 'POS'), ([18, 19, 20], [21, 22], 'NEG'), ([23], [28, 29, 30], 'NEG')]"
"Âm thanh rất tốt, bass khá được, mở hết cỡ cũng ko bị chói tai, khoảng cách nghe được xa nhất khoảng 7-8 m, nói chung tầm giá này là khá ổn","Âm thanh rất tốt, bass khá được, mở hết cỡ cũng ko bị chói tai, khoảng cách nghe được xa nhất khoảng 7-8 m, nói chung tầm giá này là khá ổn####[([0, 1], [2, 3], 'POS'), ([4], [5, 6], 'POS'), ([7, 8, 9], [11, 12, 13, 14], 'POS'), ([26, 27], [30, 31], 'POS')]"
sản phẩm giống y hình . dùng đã đc vài tháng khá là ok . phun sương ko bị đọng hơi nước . có hẹn giờ để tắt . khe đựng tinh dầu . máy chạy êm ! hài lòng về sp . nếu ai chưa sử dụng thì có thể mua sản phẩm này để trải nghiệm!!,"sản phẩm giống y hình . dùng đã đc vài tháng khá là ok . phun sương ko bị đọng hơi nước . có hẹn giờ để tắt . khe đựng tinh dầu . máy chạy êm ! hài lòng về sp . nếu ai chưa sử dụng thì có thể mua sản phẩm này để trải nghiệm!!####[([0, 1], [2, 3, 4], 'POS'), ([6], [11, 12, 13], 'POS'), ([15, 16], [17, 18, 19, 20, 21], 'POS'), ([33, 34], [35], 'POS'), ([40], [37, 38], 'POS')]"
"Máy đẹp, chắc chắn, xay nhuyễn, rất tiện làm đồ ăn cho bé ăn dặm, xay ngay trong nồi còn nóng luôn. Tiki giao hàng rất nhanh. theo lịch là 3 ngày sau nhận hàng nhưng giao ngay trong ngày. đóng gói chắc chắn. giá hợp lý. đáng mua.","Máy đẹp, chắc chắn, xay nhuyễn, rất tiện làm đồ ăn cho bé ăn dặm, xay ngay trong nồi còn nóng luôn. Tiki giao hàng rất nhanh. theo lịch là 3 ngày sau nhận hàng nhưng giao ngay trong ngày. đóng gói chắc chắn. giá hợp lý. đáng mua.####[([0], [1], 'POS'), ([], [2, 3], 'POS'), ([4], [5], 'POS'), ([8, 9, 10, 11, 12, 13, 14], [6, 7], 'POS'), ([23, 24], [25, 26], 'POS'), ([40, 41], [42, 43], 'POS'), ([44], [45, 46], 'POS'), ([48], [47, 48], 'POS')]"
"Giao hàng nhanh, đóng gói cẩn thận, hàng chưa active","Giao hàng nhanh, đóng gói cẩn thận, hàng chưa active####[([0, 1], [2], 'POS'), ([3, 4], [5, 6], 'POS'), ([7], [8, 9], 'POS')]"
dien thoai smartphone cua trung quoc de dc khong ad?,"dien thoai smartphone cua trung quoc de dc khong ad?####[([0, 1, 2, 3, 4, 5], [6, 7, 8], 'NEU')]"
"Đặt combo 10 tấm mà giao có 9 tấm, màu nhạt hơn, mỏng hơn không giống ảnh một chút xíu nào hết. Tui rất không hài lòng về của hàng này.","Đặt combo 10 tấm mà giao có 9 tấm, màu nhạt hơn, mỏng hơn không giống ảnh một chút xíu nào hết. Tui rất không hài lòng về của hàng này.####[([], [5, 6, 7, 8], 'NEG'), ([9], [10, 11], 'NEG'), ([], [12, 13], 'NEG'), ([], [14, 15, 16], 'NEG'), ([28, 29], [23, 24, 25, 26], 'NEG')]"
"máy lạnh xài tốt , Tiki giao hàng nhanh, nhiệt tình.","máy lạnh xài tốt , Tiki giao hàng nhanh, nhiệt tình.####[([2], [3], 'POS'), ([5], [8, 9, 10], 'POS'), ([6, 7], [8, 9, 10], 'POS')]"
poscard rất đẹp anh shipper very goodnd sách rất hay==> đáng mua và giá cũg rẻ,"poscard rất đẹp anh shipper very goodnd sách rất hay==> đáng mua và giá cũg rẻ####[([0], [1, 2], 'POS'), ([3, 4], [5, 6], 'POS'), ([7], [8, 9], 'POS'), ([13], [14, 15], 'POS')]"
Nhìn chung hợp với khả năng của bé tuy nhiên hình hơi bé,"Nhìn chung hợp với khả năng của bé tuy nhiên hình hơi bé####[([], [2], 'POS'), ([10], [12], 'NEG')]"
Đèn bàn. Đèn học. Lại đi kèm với bóng màu vàng. Thì làm sao mà dùng. Phải tốn thêm 60k mua bóng trắng dùng.,"Đèn bàn. Đèn học. Lại đi kèm với bóng màu vàng. Thì làm sao mà dùng. Phải tốn thêm 60k mua bóng trắng dùng.####[([8], [9, 10], 'NEG'), ([15], [12, 13, 14], 'NEG'), ([], [17, 18, 19], 'NEG')]"
Chỉ có 28.8 GB thôi đndndndndnndndndndndndnd dhdjdjd,"Chỉ có 28.8 GB thôi đndndndndnndndndndndndnd dhdjdjd####[([3], [0, 1, 2, 3, 4], 'NEG')]"
"Dong ho nay vo nuoc la cai chac nap day con thua may do Choi tre em com chac hon rua tay cung Chet noi chi Lang 1,5 met 30 p","Dong ho nay vo nuoc la cai chac nap day con thua may do Choi tre em com chac hon rua tay cung Chet noi chi Lang 1,5 met 30 p####[([0, 1], [3, 4], 'NEG'), ([8, 9], [10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 'NEG')]"
chai gel vệ sinh cực sạch nhỏ gọn dễ mang theo tiết kiệm vô cùng,"chai gel vệ sinh cực sạch nhỏ gọn dễ mang theo tiết kiệm vô cùng####[([2, 3], [4, 5], 'POS'), ([], [6, 7, 8, 9, 10], 'POS'), ([], [11, 12, 13, 14], 'POS')]"
"Ăn ngon , hôm nay mua thêm nữa , giao hàng dễ thương","Ăn ngon , hôm nay mua thêm nữa , giao hàng dễ thương####[([0], [1], 'POS'), ([9, 10], [11, 12], 'POS')]"
"hàng chất lượng, giao hàng sớm hơn dự kiến, mùi của tinh dầu rất thơm và dễ chịu","hàng chất lượng, giao hàng sớm hơn dự kiến, mùi của tinh dầu rất thơm và dễ chịu####[([0], [1, 2], 'POS'), ([3, 4], [5, 6, 7, 8], 'POS'), ([9, 10, 11, 12], [13, 14, 15, 16, 17], 'POS')]"
"Xài đc 1-2 lần thì lại bị lỗi, đèn Eco nhấp nháy liên tục. Nhân viên kĩ thuật đã sửa 1 lần giờ lại bị tiếp","Xài đc 1-2 lần thì lại bị lỗi, đèn Eco nhấp nháy liên tục. Nhân viên kĩ thuật đã sửa 1 lần giờ lại bị tiếp####[([0], [6, 7], 'NEG'), ([8, 9], [10, 11, 12, 13], 'NEG'), ([14, 15, 16, 17], [19, 20, 21, 22, 23, 24, 25], 'NEG')]"
Tôi rất hài lòng về sản phẩm bé dùng rất thich và vui,"Tôi rất hài lòng về sản phẩm bé dùng rất thich và vui####[([5, 6], [2, 3], 'POS'), ([8], [10], 'POS'), ([8], [12], 'POS')]"
"Lần đầu đặt hàng trên tiki, thấy cmt của ng mua trc khen hàng chất lượng nên mik cx mua và k ngờ đúng là như vậy .Hàng đúng như trên hình, chất liệu mẫu mã đẹp 👍👍","Lần đầu đặt hàng trên tiki, thấy cmt của ng mua trc khen hàng chất lượng nên mik cx mua và k ngờ đúng là như vậy .Hàng đúng như trên hình, chất liệu mẫu mã đẹp 👍👍####[([27], [28, 29, 30, 31], 'POS'), ([32, 33], [36], 'POS'), ([34, 35], [36], 'POS')]"
"hình nhìn k dc net cho lắm, ốp dẻo, nút bấm mềm, nói chung là ok","hình nhìn k dc net cho lắm, ốp dẻo, nút bấm mềm, nói chung là ok####[([0], [1, 2, 3, 4, 5, 6], 'NEG'), ([7], [8], 'POS'), ([9, 10], [11], 'POS'), ([15], [15], 'POS')]"
Có lời bình của Mao Tôn Cương. Quyển nhỏ bìa mềm dễ mang theo bên người.,"Có lời bình của Mao Tôn Cương. Quyển nhỏ bìa mềm dễ mang theo bên người.####[([7, 8, 9, 10], [11, 12, 13, 14, 15], 'POS')]"
Nhìn chung cũng phản ánh đc đúng từng gdoan mang thai. Chưa đọc hết,Nhìn chung cũng phản ánh đc đúng từng gdoan mang thai. Chưa đọc hết####[]
"thơm dịu dễ chịu, giặt đồ thấy sạch. tốt cho bé. đóng gói tốt","thơm dịu dễ chịu, giặt đồ thấy sạch. tốt cho bé. đóng gói tốt####[([4, 5], [7], 'POS'), ([11, 12], [13], 'POS')]"
"túi đẹp, chắc tay, cũng khá to, tiện lợi để mang đi nhiều nơi mà giá cũng rất rẻ","túi đẹp, chắc tay, cũng khá to, tiện lợi để mang đi nhiều nơi mà giá cũng rất rẻ####[([0], [1], 'POS'), ([], [2, 3], 'POS'), ([], [5, 6], 'POS'), ([10, 11], [7, 8], 'POS'), ([15], [17, 18], 'POS')]"
ko đúng màu đặt mua nên ko hài lòng lắm hàng giao nhanh đóng gói cẩn thận.,"ko đúng màu đặt mua nên ko hài lòng lắm hàng giao nhanh đóng gói cẩn thận.####[([2], [0, 1], 'NEG'), ([2], [6, 7, 8, 9], 'NEG'), ([10, 11], [12], 'POS'), ([13, 14], [15, 16], 'POS')]"
Tốt. Đường chỉ có bị bung ra nhưng nói chung là ok,"Tốt. Đường chỉ có bị bung ra nhưng nói chung là ok####[([1, 2], [4, 5, 6], 'NEG')]"
"Cho tủ lạnh đắp dần phê quá, da mềm mại quá shop ơi","Cho tủ lạnh đắp dần phê quá,  da mềm mại quá shop ơi####[([3], [5, 6], 'POS'), ([7], [8, 9, 10], 'POS')]"
"sảm phẫm đẹp chất lượng, hình ảnh đẹp chất liệu tốt , đáng mua hàng","sảm phẫm đẹp chất lượng, hình ảnh đẹp  chất liệu tốt , đáng mua hàng####[([0, 1], [2], 'POS'), ([], [3, 4], 'POS'), ([5, 6], [7], 'POS'), ([8, 9], [10], 'POS'), ([], [12, 13, 14], 'POS')]"
"Tinh dầu đậm đặc, mùi tinh dầu rất dễ chịu, tiki giao hàng nhanh, nói chung hài lòng về sản phẩm.","Tinh dầu đậm đặc, mùi tinh dầu rất dễ chịu, tiki giao hàng nhanh, nói chung hài lòng về sản phẩm.####[([0, 1], [2, 3], 'POS'), ([4, 5, 6], [7, 8, 9], 'POS'), ([11, 12], [13], 'POS'), ([19, 20], [16, 17], 'POS')]"
"Mình có rất nhiều mụn, tự ti lắm nhưng được giới thiệu nên mua sản phẩm này. Phải nói cực hiệu quả sau mấy tháng dùng đã không còn thấy nổi mụn nhiều như trước lại còn làm ra mình mịn màng. Mọi người nên mua cái này nhé tiện rẻ chẳng phải đi ra quán dưỡng ẩm da hay tẩy mụn đầu đen ở nhà còn tiết kiệm tiền","Mình có rất nhiều mụn, tự ti lắm nhưng được giới thiệu nên mua sản phẩm này. Phải nói cực hiệu quả sau mấy tháng dùng đã không còn thấy nổi mụn nhiều như trước lại còn làm ra mình mịn màng. Mọi người nên mua cái này nhé tiện rẻ chẳng phải đi ra quán dưỡng ẩm da hay tẩy mụn đầu đen ở nhà còn tiết kiệm tiền####[([], [19, 20, 21], 'POS'), ([25], [27, 28, 29, 30, 31], 'POS'), ([], [37, 38, 39, 40, 41], 'POS'), ([], [49], 'POS'), ([], [50], 'POS'), ([], [67, 68, 69], 'POS')]"
"Sản phẩm tuy vỏ hộp hơi cũ nhưng sản phẩm mới, Đẹp chỉ có 1-2 cái bị lỗi sơn, và không có thông tin xuất sứ hàng hoá bên dưới từng sản phẩm. Nhìn chung đẹp, con mình rất thích","Sản phẩm tuy vỏ hộp hơi cũ nhưng sản phẩm mới, Đẹp chỉ có 1-2 cái bị lỗi sơn, và không có thông tin xuất sứ hàng hoá bên dưới từng sản phẩm. Nhìn chung đẹp, con mình rất thích####[([3, 4], [5, 6], 'NEG'), ([8, 9], [10], 'POS'), ([], [11], 'POS'), ([18], [16, 17], 'NEG'), ([22, 23, 24, 25, 26, 27], [20, 21], 'NEG'), ([], [35], 'POS'), ([], [38, 39], 'POS')]"
đầu gắn vào bóng yoga bự quá không bơm được gì cả xem như vứt đi rồi không hài lòng,"đầu gắn vào bóng yoga bự quá không bơm được gì cả xem như vứt đi rồi không hài lòng####[([0, 1, 2, 3, 4], [5, 6], 'NEG'), ([8], [7, 8, 9], 'NEG')]"
gel vệ sinh sạch giá cả phải chăng nhỏ gọn tiện lợi,"gel vệ sinh sạch giá cả phải  chăng nhỏ gọn tiện lợi####[([0, 1, 2], [3], 'POS'), ([4, 5], [6, 7], 'POS'), ([], [8, 9, 10, 11], 'POS')]"
"Giao hàng: Trước thời gian dự kiến giao. Đóng gói: 1 hộp nhỏ của nhà cung cấp và 1 hộp lớn của tiki đóng gói bên ngoài, có vẻ như nhà cung cấp đã mở sản phẩm để kiểm tra trước khi giao, nên hộp sản phẩm không còn nguyên vẹn, bị phồng lên. Nhìn chung đóng gói chấp nhận được. Sản phẩm: Tai nghe thiết kế đẹp, sử dụng tốt, chất lượng âm thanh tốt cả 2 tai, sử dụng độc lập được tai nghe bên phải. Thực hiện cuộc gọi chất lượng âm thanh nghe tốt, tuy nhiên chỉ nghe và gọi được tai nghe bên phải, tai nghe bên trái hoàn toàn không phát ra âm thanh khi thực hiện cuộc gọi, không rõ đây là thiết kế của nhà sản xuất hay lỗi sản phẩm. Thời gian nghe liên tục: chưa test thử nên không nhận xét. Tổng thể: đánh giá 9/10.","Giao hàng: Trước thời gian dự kiến giao. Đóng gói: 1 hộp nhỏ của nhà cung cấp và 1 hộp lớn của tiki đóng gói bên ngoài, có vẻ như nhà cung cấp đã mở sản phẩm để kiểm tra trước khi giao, nên hộp sản phẩm không còn nguyên vẹn, bị phồng lên. Nhìn chung đóng gói chấp nhận được. Sản phẩm: Tai nghe thiết kế đẹp, sử dụng tốt, chất lượng âm thanh tốt cả 2 tai, sử dụng độc lập được tai nghe bên phải. Thực hiện cuộc gọi chất lượng âm thanh nghe tốt, tuy nhiên chỉ nghe và gọi được tai nghe bên phải, tai nghe bên trái hoàn toàn không phát ra âm thanh khi thực hiện cuộc gọi, không rõ đây là thiết kế của nhà sản xuất hay lỗi sản phẩm. Thời gian nghe liên tục: chưa test thử nên không nhận xét. Tổng thể: đánh giá 9/10.####[([0, 1], [2, 3, 4, 5, 6, 7], 'POS'), ([22, 23, 24], [], 'NEU'), ([44, 45, 46], [47, 48, 49, 50, 51, 52, 53], 'NEG'), ([56, 57], [58, 59, 60], 'NEU'), ([65, 66], [67], 'POS'), ([68, 69], [70], 'POS'), ([71, 72, 73, 74], [75], 'POS'), ([79, 80, 81], [], 'NEU'), ([88, 89, 90, 91], [92, 93, 94, 95, 96, 97], 'POS'), ([101, 102, 103], [100, 101, 102, 103, 104, 105, 106, 107, 108], 'NEG'), ([109, 110, 111, 112], [113, 114, 115, 116, 117, 118, 119], 'NEG'), ([139, 140, 141, 142, 143], [144, 145, 146], 'NEU'), ([151, 152], [155], 'POS')]"
"Cây cam viết hơi lạt, đen như bị bể bi rùi mực ko đều, nói chung rẻ","Cây cam viết hơi lạt, đen như bị bể bi rùi mực ko đều, nói chung rẻ####[([2], [3, 4], 'NEG'), ([9], [8], 'NEG'), ([11], [12, 13], 'NEG')]"
"Thơm , sạch , mùi dễ chịu , không bị gắt mũi Phù hợp dùng cho gđ có trẻ em","Thơm , sạch , mùi dễ chịu , không bị gắt mũi Phù hợp dùng cho gđ có trẻ em####[([4], [5, 6], 'POS')]"
Nhỏ gọn dễ mang theo khi đi du lịch nhưng hơi đắt,"Nhỏ gọn dễ mang theo khi đi du lịch nhưng hơi đắt####[([3, 4], [2], 'POS')]"
"Hàng thấm hút tốt, tả chất lượng, nhưng nhược điểm là ko có lưng thun nên gây cảm giác ko thoải mái cho bé khi sd","Hàng thấm hút tốt, tả chất lượng, nhưng nhược điểm là ko có lưng thun nên gây cảm giác ko thoải mái cho bé khi sd####[([1, 2], [3], 'POS'), ([4], [5, 6], 'POS'), ([13, 14], [11, 12], 'NEG'), ([25], [19, 20, 21], 'NEG')]"
"Mua sách vì tên nghe lạ, hài. Mình chưa đọc tác phẩm nào của Cửu Bả Đao, đây là cuốn đầu tiên. Nội dung xoay quanh Vương Nhất Minh, trợ lý sưu tầm những truyện kinh dị, cảm hứng sáng tác cho chính Cửu Bả Đao. Truyện thuộc loại kinh dị, hài. Các truyện ngắn nội dung bình thường, không quá kinh dị, hơi nhạt. Đọc giải trí bình thường, không quá tệ. Còn chương 3 có bạn chê bẩn, khó đọc. Mình thấy cũng bình thường, không đến nỗi không thể đọc tiếp được vì bẩn. Chắc cũng do cảm nhận của từng người đọc khác nhau.","Mua sách vì tên nghe lạ, hài. Mình chưa đọc tác phẩm nào của Cửu Bả Đao, đây là cuốn đầu tiên. Nội dung xoay quanh Vương Nhất Minh, trợ lý sưu tầm những truyện kinh dị, cảm hứng sáng tác cho chính Cửu Bả Đao. Truyện thuộc loại kinh dị, hài. Các truyện ngắn nội dung bình thường, không quá kinh dị, hơi nhạt. Đọc giải trí bình thường, không quá tệ. Còn chương 3 có bạn chê bẩn, khó đọc. Mình thấy cũng bình thường, không đến nỗi không thể đọc tiếp được vì bẩn. Chắc cũng do cảm nhận của từng người đọc khác nhau.####[([3], [4, 5, 6], 'POS'), ([52, 53, 54], [57, 58, 59, 60, 61, 62, 63, 64], 'NEG'), ([55, 56], [57, 58, 59, 60, 61, 62, 63, 64], 'NEG'), ([65, 66, 67], [68, 69, 70, 71, 72], 'NEU'), ([74, 75], [79], 'NEU'), ([81], [80], 'NEG'), ([], [84, 85, 86, 87, 88, 89, 90, 91, 92, 93], 'NEU')]"
giá ổn. pin dùg lâu. nhưng kết nối cả 2 bên thì k nghe đc. chập chờn,"giá ổn. pin dùg lâu. nhưng kết nối cả 2 bên thì k nghe đc. chập chờn####[([0], [1], 'POS'), ([2], [3, 4], 'POS'), ([6, 7, 8, 9, 10], [12, 13, 14], 'NEG'), ([], [15, 16], 'NEG')]"
